,pVal,phase,peak.shape,period,diel
Cryptophyta_K04257,0.0191733900536729,8,8,24,NO
Cryptophyta_K05728,0.0191733900536729,8,8,24,NO
Cryptophyta_K07404,0.0191733900536729,8,16,24,NO
Haptophyta_K17095,0.0191733900536729,24,8,24,NO
Haptophyta_K07934,0.0191733900536729,24,8,24,NO
Cercozoa_K00923,0.0192728825952949,4,12,24,NO
Chlorophyta_K11438,0.0192728825952949,4,12,24,NO
Cryptophyta_K09964,0.0192728825952949,4,12,24,NO
Glaucophyta_K10601,0.0192728825952949,4,12,24,NO
Glaucophyta_K10636,0.0192728825952949,4,12,24,NO
Ochrophyta_K08805,0.0192728825952949,24,12,24,NO
Ochrophyta_K03797,0.0192728825952949,4,12,24,NO
Rhodophyta_K00508,0.0192728825952949,16,12,24,NO
Sarcomastigophora_K07938,0.0192728825952949,24,12,24,NO
Sarcomastigophora_K07939,0.0192728825952949,24,12,24,NO
Bacillariophyta_K14445,0.0193761337005274,16,8,24,NO
Bacillariophyta_K01835,0.0193854380160127,12,12,24,NO
Bacillariophyta_K02870,0.0193854380160127,24,12,24,NO
Chlorophyta_K11603,0.0193854380160127,12,12,24,NO
Chlorophyta_K13119,0.0193854380160127,20,16,24,NO
Dinophyta_K09571,0.0193897877997062,16,8,24,NO
Dinophyta_K05613,0.0193897877997062,16,4,24,NO
Cercozoa_K01322,0.0193897877997062,24,20,24,NO
Chlorophyta_K12670,0.0193897877997062,4,4,24,NO
Haptophyta_K05768,0.0193897877997062,24,8,24,NO
Haptophyta_K10754,0.0193897877997062,24,20,24,NO
Ochrophyta_K02957,0.0193897877997062,8,4,24,NO
Ochrophyta_K07376,0.0193897877997062,4,16,24,NO
Bacillariophyta_K00343,0.019410186663182,24,16,24,NO
Haptophyta_K03637,0.019410186663182,4,8,24,NO
Cryptophyta_K06180,0.0194750791820534,8,12,24,NO
Sarcomastigophora_K17200,0.0195082932572319,24,12,24,NO
Dinophyta_K00846,0.0195550406054779,4,12,24,NO
Cercozoa_K14436,0.0195550406054779,12,8,24,NO
Haptophyta_K06268,0.0195550406054779,8,16,24,NO
Chlorophyta_K15641,0.019572566680764,12,4,24,NO
Dinophyta_K16465,0.0196019643695253,20,16,24,NO
Dinophyta_K02084,0.0196019643695253,20,16,24,NO
Bacillariophyta_K02226,0.0196019643695253,12,8,24,NO
Cercozoa_K08800,0.0196019643695253,4,16,24,NO
Cercozoa_K08862,0.0196019643695253,20,8,24,NO
Glaucophyta_K00169,0.0196019643695253,12,8,24,NO
Ochrophyta_K08734,0.0196019643695253,12,8,24,NO
Rhodophyta_K06959,0.0196019643695253,20,8,24,NO
Chromerida_K14806,0.0196329359877137,8,20,24,NO
Chromerida_K05681,0.0196329359877137,12,20,24,NO
Chromerida_K06022,0.0196329359877137,12,20,24,NO
Chromerida_K10831,0.0196329359877137,12,20,24,NO
Ochrophyta_K15043,0.0196329359877137,24,20,24,NO
Ochrophyta_K15107,0.0196329359877137,24,20,24,NO
Sarcomastigophora_K13182,0.0196329359877137,20,4,24,NO
Chlorophyta_K06110,0.0196407379315629,4,20,24,NO
Sarcomastigophora_K13953,0.0196407379315629,8,12,24,NO
Dinophyta_K09879,0.019647121339197,8,12,24,NO
Dinophyta_K10300,0.019647121339197,4,4,24,NO
Bacillariophyta_K09803,0.019647121339197,4,20,24,NO
Bicosoecida_K14838,0.019647121339197,24,12,24,NO
Chlorarachniophyta_K04428,0.019647121339197,4,20,24,NO
Chlorophyta_K07874,0.019647121339197,24,12,24,NO
Euglenozoa_K09500,0.019647121339197,16,8,24,NO
Euglenozoa_K17267,0.019647121339197,4,20,24,NO
Ochrophyta_K10896,0.019647121339197,16,8,24,NO
Sarcomastigophora_K09487,0.019647121339197,20,12,24,NO
Euglenozoa_K13412,0.0196770321065102,12,4,24,NO
Dinophyta_K05612,0.0196771299091706,8,12,24,NO
Dinophyta_K05616,0.0196771299091706,8,12,24,NO
Dinophyta_K05617,0.0196771299091706,8,12,24,NO
Dinophyta_K08673,0.0196771299091706,8,12,24,NO
Bacillariophyta_K04913,0.0196771299091706,8,12,24,NO
Bicosoecida_K05723,0.0196771299091706,20,12,24,NO
Cercozoa_K03518,0.0196771299091706,8,12,24,NO
Cercozoa_K12235,0.0196771299091706,8,12,24,NO
Cercozoa_K06178,0.0196771299091706,8,12,24,NO
Chlorophyta_K09817,0.0196771299091706,8,12,24,NO
Chlorophyta_K03578,0.0196771299091706,8,12,24,NO
Cryptophyta_K01275,0.0196771299091706,8,12,24,NO
Cryptophyta_K15654,0.0196771299091706,8,12,24,NO
Haptophyta_K09560,0.0196771299091706,20,12,24,NO
Ochrophyta_K06640,0.0196771299091706,8,12,24,NO
Ochrophyta_K07145,0.0196771299091706,20,12,24,NO
Rhodophyta_K08895,0.0196771299091706,8,12,24,NO
Sarcomastigophora_K02030,0.0196771299091706,8,12,24,NO
Euglenozoa_K10409,0.0197056057815627,8,8,24,NO
Dinophyta_K03869,0.0197189297024031,12,12,24,NO
Bacillariophyta_K00042,0.0197189297024031,12,12,24,NO
Chlorophyta_K13431,0.0197579130784918,12,8,24,NO
Ochrophyta_K00033,0.0197676846166824,24,4,24,NO
Ochrophyta_K14561,0.0197676846166824,12,4,24,NO
Bacillariophyta_K03997,0.0197745087430227,16,16,24,NO
Cryptophyta_K10430,0.0197881969170391,12,16,24,NO
Dinophyta_K10839,0.0198180614639685,12,16,24,NO
Dinophyta_K08967,0.0198180614639685,12,16,24,NO
Bicosoecida_K15306,0.0198180614639685,4,8,24,NO
Haptophyta_K03429,0.0198180614639685,4,8,24,NO
Ochrophyta_K03438,0.0198180614639685,4,8,24,NO
Rhodophyta_K10046,0.0198252920828745,12,8,24,NO
Sarcomastigophora_K00135,0.0198252920828745,12,8,24,NO
Sarcomastigophora_K04631,0.0198252920828745,24,16,24,NO
Sarcomastigophora_K04637,0.0198252920828745,24,16,24,NO
Sarcomastigophora_K04639,0.0198252920828745,24,16,24,NO
Dinophyta_K07855,0.0198286568470584,16,4,24,NO
Dinophyta_K07882,0.0198286568470584,16,4,24,NO
Dinophyta_K07928,0.0198286568470584,16,4,24,NO
Bicosoecida_K02870,0.0198286568470584,4,12,24,NO
Cryptophyta_K03267,0.0198286568470584,24,12,24,NO
Cryptophyta_K01972,0.0198286568470584,20,20,24,NO
Glaucophyta_K00324,0.0198286568470584,12,12,24,NO
Glaucophyta_K00207,0.0198286568470584,24,20,24,NO
Glaucophyta_K00226,0.0198286568470584,24,20,24,NO
Ochrophyta_K06901,0.0198286568470584,24,12,24,NO
Cryptophyta_K03058,0.0198581539841612,8,8,24,NO
Cryptophyta_K03546,0.0198581539841612,8,16,24,NO
Cryptophyta_K00568,0.0198581539841612,8,16,24,NO
Bacillariophyta_K01489,0.019877928456309,16,16,24,NO
Dinophyta_K10484,0.0199334277181454,4,8,24,NO
Bacillariophyta_K03610,0.0199334277181454,20,12,24,NO
Cryptophyta_K02935,0.0199334277181454,12,12,24,NO
Ochrophyta_K00108,0.0199611998308412,12,12,24,NO
Cercozoa_K00314,0.019984594717052,4,8,24,NO
Dinophyta_K13717,0.0200284822276478,4,20,24,NO
Ochrophyta_K00363,0.0200764694808081,8,8,24,NO
Bacillariophyta_K01478,0.0201608555366532,12,20,24,NO
Dinophyta_K01536,0.0201976956246939,12,16,24,NO
Bacillariophyta_K13617,0.0201976956246939,8,16,24,NO
Chlorophyta_K00726,0.0201976956246939,8,20,24,NO
Chlorophyta_K10368,0.0201976956246939,8,20,24,NO
Sarcomastigophora_K13997,0.0202189444408146,24,16,24,NO
Chlorophyta_K03253,0.0202658042063268,16,16,24,NO
Dinophyta_K06236,0.0203558860760455,12,8,24,NO
Dinophyta_K04513,0.0203558860760455,4,16,24,NO
Bacillariophyta_K08647,0.0203558860760455,20,8,24,NO
Cercozoa_K16311,0.0203558860760455,20,8,24,NO
Cercozoa_K11265,0.0203558860760455,4,16,24,NO
Chlorophyta_K03366,0.0203558860760455,12,8,24,NO
Cryptophyta_K12811,0.0203558860760455,4,16,24,NO
Ochrophyta_K10359,0.0203558860760455,4,16,24,NO
Ochrophyta_K14539,0.0203558860760455,4,16,24,NO
Ochrophyta_K01733,0.0203558860760455,12,8,24,NO
Ochrophyta_K08635,0.0203558860760455,12,8,24,NO
Rhodophyta_K03141,0.0203558860760455,4,16,24,NO
Bicosoecida_K09496,0.020388048910318,24,20,24,NO
Dinophyta_K01738,0.0204642151055374,20,12,24,NO
Dinophyta_K01011,0.0204642151055374,8,12,24,NO
Bacillariophyta_K01872,0.0204642151055374,8,12,24,NO
Bacillariophyta_K14809,0.0204642151055374,8,12,24,NO
Bacillariophyta_K02087,0.0204642151055374,8,12,24,NO
Bicosoecida_K17260,0.0204642151055374,8,12,24,NO
Cercozoa_K11817,0.0204642151055374,8,12,24,NO
Cercozoa_K06835,0.0204642151055374,8,12,24,NO
Cercozoa_K17759,0.0204642151055374,20,12,24,NO
Chlorophyta_K03774,0.0204642151055374,20,12,24,NO
Chlorophyta_K01964,0.0204642151055374,8,12,24,NO
Chlorophyta_K02638,0.0204642151055374,8,12,24,NO
Chlorophyta_K01520,0.0204642151055374,8,12,24,NO
Chlorophyta_K14965,0.0204642151055374,8,12,24,NO
Cryptophyta_K16491,0.0204642151055374,8,12,24,NO
Cryptophyta_K04784,0.0204642151055374,8,12,24,NO
Euglenozoa_K10685,0.0204642151055374,8,12,24,NO
Haptophyta_K01873,0.0204642151055374,8,12,24,NO
Haptophyta_K00631,0.0204642151055374,8,12,24,NO
Haptophyta_K12343,0.0204642151055374,8,12,24,NO
Haptophyta_K12344,0.0204642151055374,8,12,24,NO
Sarcomastigophora_K08073,0.0204642151055374,8,12,24,NO
Bacillariophyta_K06633,0.0205013440061186,8,12,24,NO
Bacillariophyta_K05349,0.0205013440061186,20,12,24,NO
Bacillariophyta_K10777,0.0205013440061186,4,12,24,NO
Bacillariophyta_K08821,0.0205013440061186,16,12,24,NO
Cercozoa_K11072,0.0205013440061186,4,20,24,NO
Chlorarachniophyta_K02705,0.0205013440061186,16,12,24,NO
Chlorarachniophyta_K02706,0.0205013440061186,16,12,24,NO
Chlorophyta_K09689,0.0205013440061186,12,12,24,NO
Chlorophyta_K08624,0.0205013440061186,8,12,24,NO
Haptophyta_K07963,0.0205013440061186,20,12,24,NO
Haptophyta_K15109,0.0205013440061186,24,12,24,NO
Ochrophyta_K12197,0.0205013440061186,8,12,24,NO
Ochrophyta_K14780,0.0205013440061186,8,12,24,NO
Dinophyta_K10725,0.0205471475520314,24,16,24,NO
Chlorophyta_K17783,0.0205618717026748,8,16,24,NO
Cryptophyta_K08059,0.0205878033168312,12,8,24,NO
Cryptophyta_K00002,0.0206139608126163,16,12,24,NO
Haptophyta_K02759,0.020615244688876,24,16,24,NO
Bicosoecida_K01555,0.0206271491652338,24,4,24,NO
Bicosoecida_K02427,0.0206271491652338,12,4,24,NO
Bicosoecida_K14857,0.0206271491652338,12,4,24,NO
Cercozoa_K01941,0.0206271491652338,12,4,24,NO
Chlorarachniophyta_K06158,0.0206271491652338,12,4,24,NO
Glaucophyta_K04352,0.0206271491652338,4,20,24,NO
Bacillariophyta_K01684,0.0206364291309994,8,8,24,NO
Bicosoecida_K10532,0.0206364291309994,24,8,24,NO
Cryptophyta_K11303,0.0206364291309994,8,16,24,NO
Haptophyta_K07823,0.0206364291309994,24,8,24,NO
Ochrophyta_K08496,0.0206364291309994,8,16,24,NO
Rhodophyta_K16536,0.0206364291309994,8,8,24,NO
Bacillariophyta_K08271,0.0206495170663874,24,12,24,NO
Chlorophyta_K02873,0.0206495170663874,24,12,24,NO
Chlorophyta_K12666,0.0206495170663874,12,12,24,NO
Dinophyta_K10715,0.0206548508823525,24,12,24,NO
Dinophyta_K07296,0.0206548508823525,4,12,24,NO
Dinophyta_K08135,0.0206548508823525,4,12,24,NO
Sarcomastigophora_K03672,0.0206548508823525,20,20,24,NO
Dinophyta_K02910,0.020656000036605,24,12,24,NO
Dinophyta_K02900,0.020656000036605,24,12,24,NO
Dinophyta_K08907,0.020656000036605,16,12,24,NO
Dinophyta_K12165,0.020656000036605,20,12,24,NO
Bacillariophyta_K14058,0.020656000036605,8,12,24,NO
Chlorophyta_K08282,0.020656000036605,12,12,24,NO
Chlorophyta_K04789,0.020656000036605,24,20,24,NO
Chlorophyta_K10224,0.020656000036605,12,12,24,NO
Cryptophyta_K01607,0.020656000036605,4,12,24,NO
Cryptophyta_K02386,0.020656000036605,4,12,24,NO
Cryptophyta_K02388,0.020656000036605,4,12,24,NO
Cryptophyta_K02389,0.020656000036605,4,12,24,NO
Cryptophyta_K02390,0.020656000036605,4,12,24,NO
Cryptophyta_K02391,0.020656000036605,4,12,24,NO
Cryptophyta_K02392,0.020656000036605,4,12,24,NO
Cryptophyta_K02393,0.020656000036605,4,12,24,NO
Cryptophyta_K02395,0.020656000036605,4,12,24,NO
Cryptophyta_K02396,0.020656000036605,4,12,24,NO
Cryptophyta_K02397,0.020656000036605,4,12,24,NO
Cryptophyta_K07181,0.020656000036605,4,12,24,NO
Dinophyta_K02892,0.0206733500495237,20,16,24,NO
Dinophyta_K04569,0.0206733500495237,20,16,24,NO
Dinophyta_K14567,0.0206733500495237,8,16,24,NO
Dinophyta_K15046,0.0206733500495237,20,8,24,NO
Bacillariophyta_K01380,0.0206733500495237,12,16,24,NO
Bacillariophyta_K15743,0.0206733500495237,12,16,24,NO
Bicosoecida_K05360,0.0206733500495237,8,8,24,NO
Bicosoecida_K13337,0.0206733500495237,8,8,24,NO
Chlorophyta_K01848,0.0206733500495237,20,20,24,NO
Chlorophyta_K07559,0.0206733500495237,12,8,24,NO
Cryptophyta_K09489,0.0206733500495237,4,8,24,NO
Cryptophyta_K00817,0.0206733500495237,8,8,24,NO
Cryptophyta_K06095,0.0206733500495237,24,8,24,NO
Glaucophyta_K01966,0.0206733500495237,8,8,24,NO
Glaucophyta_K17489,0.0206733500495237,8,8,24,NO
Haptophyta_K04979,0.0206733500495237,4,16,24,NO
Haptophyta_K00907,0.0206733500495237,24,16,24,NO
Haptophyta_K00870,0.0206733500495237,24,8,24,NO
Ochrophyta_K00147,0.0206733500495237,4,16,24,NO
Ochrophyta_K03264,0.0206733500495237,20,8,24,NO
Ochrophyta_K16281,0.0206733500495237,12,16,24,NO
Rhodophyta_K00005,0.0206733500495237,8,8,24,NO
Rhodophyta_K00547,0.0206733500495237,12,8,24,NO
Sarcomastigophora_K00639,0.0206733500495237,8,8,24,NO
Bacillariophyta_K01716,0.020679716310228,12,16,24,NO
Bicosoecida_K01974,0.020679716310228,4,8,24,NO
Cercozoa_K08850,0.020679716310228,4,8,24,NO
Cercozoa_K03524,0.020679716310228,12,16,24,NO
Glaucophyta_K03243,0.020679716310228,12,16,24,NO
Rhodophyta_K00788,0.020679716310228,12,16,24,NO
Dinophyta_K10857,0.0209518292201549,4,16,24,NO
Bacillariophyta_K07906,0.0209731621960575,24,4,24,NO
Haptophyta_K01940,0.0210056034496817,4,8,24,NO
Dinophyta_K16198,0.0210252166675498,20,16,24,NO
Haptophyta_K01325,0.0210252166675498,4,16,24,NO
Chromerida_K03231,0.0210277022184472,24,20,24,NO
Chromerida_K03267,0.0210277022184472,24,20,24,NO
Chromerida_K14416,0.0210277022184472,24,20,24,NO
Chlorophyta_K12456,0.0210830992100655,4,12,24,NO
Haptophyta_K06184,0.0210830992100655,24,12,24,NO
Dinophyta_K14540,0.0211098077825657,4,16,24,NO
Dinophyta_K02821,0.0211098077825657,20,16,24,NO
Dinophyta_K14470,0.0211098077825657,20,16,24,NO
Bacillariophyta_K07883,0.0211098077825657,20,16,24,NO
Bacillariophyta_K16747,0.0211098077825657,20,8,24,NO
Bicosoecida_K12897,0.0211098077825657,12,8,24,NO
Rhodophyta_K04795,0.0211098077825657,20,8,24,NO
Rhodophyta_K14563,0.0211098077825657,20,8,24,NO
Dinophyta_K09810,0.0211431618329224,16,4,24,NO
Bicosoecida_K09499,0.0211431618329224,24,20,24,NO
Cryptophyta_K02821,0.0211431618329224,20,20,24,NO
Cryptophyta_K03801,0.0211431618329224,20,20,24,NO
Cryptophyta_K08484,0.0211431618329224,20,20,24,NO
Cryptophyta_K09158,0.0211431618329224,20,20,24,NO
Glaucophyta_K03130,0.0211431618329224,20,4,24,NO
Haptophyta_K04420,0.0211431618329224,24,20,24,NO
Chlorophyta_K00479,0.0211670313391163,4,16,24,NO
Dinophyta_K05741,0.0211793678739468,8,12,24,NO
Chlorophyta_K10098,0.0211793678739468,20,16,24,NO
Ochrophyta_K03168,0.0211793678739468,8,16,24,NO
Dinophyta_K01697,0.0212513003019043,20,12,24,NO
Bacillariophyta_K13091,0.0212513003019043,8,12,24,NO
Bacillariophyta_K00898,0.0212513003019043,8,12,24,NO
Bacillariophyta_K08959,0.0212513003019043,8,12,24,NO
Chlorophyta_K02318,0.0212513003019043,20,12,24,NO
Haptophyta_K09704,0.0212513003019043,8,12,24,NO
Ochrophyta_K14314,0.0212513003019043,8,12,24,NO
Bacillariophyta_K09425,0.0213503145507879,8,16,24,NO
Bacillariophyta_K07402,0.0213555666730402,8,12,24,NO
Bacillariophyta_K10544,0.0213555666730402,20,12,24,NO
Bicosoecida_K00133,0.0213555666730402,16,16,24,NO
Chlorophyta_K04079,0.0213555666730402,24,4,24,NO
Chlorophyta_K16482,0.0213555666730402,8,12,24,NO
Haptophyta_K14726,0.0213555666730402,8,12,24,NO
Ochrophyta_K13161,0.0213555666730402,4,20,24,NO
Sarcomastigophora_K08815,0.0213555666730402,24,16,24,NO
Dinophyta_K17266,0.0214811088043964,16,8,24,NO
Bacillariophyta_K04085,0.0214811088043964,24,16,24,NO
Ochrophyta_K17632,0.0214811088043964,24,16,24,NO
Rhodophyta_K11907,0.0214811088043964,16,8,24,NO
Rhodophyta_K02993,0.0214811088043964,24,16,24,NO
Dinophyta_K00939,0.0214866137137852,4,20,24,NO
Dinophyta_K06683,0.0214866137137852,24,4,24,NO
Bacillariophyta_K10899,0.0214866137137852,4,20,24,NO
Bacillariophyta_K05602,0.0214866137137852,4,20,24,NO
Bacillariophyta_K01443,0.0214866137137852,4,20,24,NO
Chlorophyta_K01254,0.0214866137137852,4,20,24,NO
Cryptophyta_K15628,0.0214866137137852,4,20,24,NO
Cryptophyta_K10588,0.0214866137137852,4,20,24,NO
Cryptophyta_K01476,0.0214866137137852,12,4,24,NO
Cryptophyta_K06966,0.0214866137137852,12,4,24,NO
Haptophyta_K13109,0.0214866137137852,12,4,24,NO
Bacillariophyta_K15668,0.0215102199783822,24,16,24,NO
Chlorophyta_K11153,0.0215102199783822,4,12,24,NO
Ochrophyta_K08740,0.0215102199783822,8,8,24,NO
Sarcomastigophora_K05970,0.0215102199783822,24,12,24,NO
Dinophyta_K05747,0.0215413711564875,12,16,24,NO
Dinophyta_K02864,0.0215413711564875,4,8,24,NO
Dinophyta_K07481,0.0215413711564875,4,8,24,NO
Bacillariophyta_K10592,0.0215413711564875,12,16,24,NO
Bacillariophyta_K06398,0.0215413711564875,12,16,24,NO
Chlorophyta_K03834,0.0215413711564875,12,16,24,NO
Chlorophyta_K06167,0.0215413711564875,4,8,24,NO
Chlorophyta_K02366,0.0215413711564875,12,16,24,NO
Haptophyta_K14497,0.0215413711564875,4,8,24,NO
Ochrophyta_K08288,0.0215413711564875,4,8,24,NO
Rhodophyta_K01027,0.0215413711564875,4,8,24,NO
Rhodophyta_K01028,0.0215413711564875,4,8,24,NO
Rhodophyta_K01029,0.0215413711564875,4,8,24,NO
Rhodophyta_K01031,0.0215413711564875,4,8,24,NO
Rhodophyta_K01034,0.0215413711564875,4,8,24,NO
Rhodophyta_K01035,0.0215413711564875,4,8,24,NO
Rhodophyta_K01040,0.0215413711564875,4,8,24,NO
Dinophyta_K05864,0.0215540869947183,24,12,24,NO
Dinophyta_K09565,0.0215540869947183,24,12,24,NO
Dinophyta_K02996,0.0215540869947183,24,12,24,NO
Dinophyta_K02982,0.0215540869947183,24,12,24,NO
Bacillariophyta_K02954,0.0215540869947183,12,16,24,NO
Bacillariophyta_K14698,0.0215540869947183,12,12,24,NO
Chlorarachniophyta_K14855,0.0215540869947183,4,20,24,NO
Chlorophyta_K16465,0.0215540869947183,24,12,24,NO
Cryptophyta_K16740,0.0215540869947183,24,20,24,NO
Cryptophyta_K03574,0.0215540869947183,8,12,24,NO
Ochrophyta_K03773,0.0215540869947183,24,4,24,NO
Ochrophyta_K01063,0.0215540869947183,12,12,24,NO
Ochrophyta_K13444,0.0215540869947183,8,12,24,NO
Dinophyta_K02912,0.0215721913560247,20,16,24,NO
Dinophyta_K02046,0.0215721913560247,8,8,24,NO
Dinophyta_K08226,0.0215721913560247,8,8,24,NO
Chromerida_K13993,0.0215721913560247,12,8,24,NO
Chromerida_K01090,0.0215721913560247,20,16,24,NO
Bacillariophyta_K01119,0.0215721913560247,24,20,24,NO
Cercozoa_K08293,0.0215721913560247,4,16,24,NO
Chlorarachniophyta_K11262,0.0215721913560247,16,8,24,NO
Chlorophyta_K03316,0.0215721913560247,4,16,24,NO
Chlorophyta_K06049,0.0215721913560247,16,16,24,NO
Chlorophyta_K09958,0.0215721913560247,4,16,24,NO
Chlorophyta_K10038,0.0215721913560247,8,16,24,NO
Cryptophyta_K05863,0.0215721913560247,24,16,24,NO
Cryptophyta_K10419,0.0215721913560247,24,16,24,NO
Euglenozoa_K03515,0.0215721913560247,8,16,24,NO
Glaucophyta_K06287,0.0215721913560247,24,16,24,NO
Glaucophyta_K09182,0.0215721913560247,12,8,24,NO
Glaucophyta_K09184,0.0215721913560247,12,8,24,NO
Haptophyta_K11320,0.0215721913560247,24,16,24,NO
Haptophyta_K07248,0.0215721913560247,20,16,24,NO
Haptophyta_K07833,0.0215721913560247,24,8,24,NO
Haptophyta_K07839,0.0215721913560247,24,8,24,NO
Ochrophyta_K13026,0.0215721913560247,8,16,24,NO
Ochrophyta_K07864,0.0215721913560247,20,16,24,NO
Rhodophyta_K00928,0.0215721913560247,12,16,24,NO
Rhodophyta_K14319,0.0215721913560247,4,16,24,NO
Rhodophyta_K08892,0.0215721913560247,4,8,24,NO
Sarcomastigophora_K00833,0.0215721913560247,20,8,24,NO
Sarcomastigophora_K15052,0.0215721913560247,20,8,24,NO
Dinophyta_K02520,0.0215744486369539,24,8,24,NO
Chromerida_K00871,0.0215744486369539,8,16,24,NO
Bacillariophyta_K12813,0.0215744486369539,8,8,24,NO
Bacillariophyta_K15675,0.0215744486369539,8,16,24,NO
Bacillariophyta_K12472,0.0215744486369539,24,8,24,NO
Bicosoecida_K04420,0.0215744486369539,8,8,24,NO
Chlorophyta_K16055,0.0215744486369539,8,8,24,NO
Haptophyta_K01079,0.0215744486369539,8,16,24,NO
Haptophyta_K11169,0.0215744486369539,8,16,24,NO
Ochrophyta_K00861,0.0215744486369539,16,16,24,NO
Rhodophyta_K02740,0.0215744486369539,8,16,24,NO
Sarcomastigophora_K09529,0.0215744486369539,8,8,24,NO
Bacillariophyta_K16753,0.0216079958648558,4,12,24,NO
Haptophyta_K06070,0.0216079958648558,24,8,24,NO
Bicosoecida_K10706,0.021766974888277,8,8,24,NO
Dinophyta_K09532,0.0218013760549658,16,4,24,NO
Ochrophyta_K16911,0.0218135112746695,24,16,24,NO
Bacillariophyta_K10766,0.0218375096608728,4,16,24,NO
Haptophyta_K03018,0.0218637294890859,20,16,24,NO
Rhodophyta_K00819,0.0218637294890859,12,8,24,NO
Sarcomastigophora_K08740,0.0218637294890859,4,16,24,NO
Bacillariophyta_K12232,0.0218982747555268,12,20,24,NO
Cryptophyta_K12863,0.0218982747555268,16,4,24,NO
Haptophyta_K08242,0.0218982747555268,20,20,24,NO
Bacillariophyta_K17043,0.0219015790792579,8,16,24,NO
Ochrophyta_K13752,0.0219015790792579,24,16,24,NO
Chromerida_K04464,0.0219016030699725,12,8,24,NO
Chromerida_K08830,0.0219016030699725,12,8,24,NO
Chromerida_K14512,0.0219016030699725,12,8,24,NO
Chromerida_K16194,0.0219016030699725,12,8,24,NO
Bicosoecida_K17767,0.0219016030699725,8,8,24,NO
Ochrophyta_K10884,0.0219016030699725,8,8,24,NO
Ochrophyta_K16747,0.0219393565226607,8,16,24,NO
Rhodophyta_K02876,0.0219393565226607,8,16,24,NO
Bacillariophyta_K09453,0.0219718842053935,12,8,24,NO
Chlorophyta_K15176,0.0219976264833505,4,12,24,NO
Cryptophyta_K01952,0.0219976264833505,12,4,24,NO
Chlorophyta_K10994,0.0220383854982711,8,12,24,NO
Cryptophyta_K02118,0.0220383854982711,8,12,24,NO
Cryptophyta_K02147,0.0220383854982711,8,12,24,NO
Ochrophyta_K13753,0.0220383854982711,8,12,24,NO
Rhodophyta_K08781,0.0220383854982711,8,12,24,NO
Dinophyta_K03768,0.0220414219014322,24,12,24,NO
Dinophyta_K12733,0.0220414219014322,24,12,24,NO
Dinophyta_K02873,0.0220414219014322,24,12,24,NO
Dinophyta_K02908,0.0220414219014322,24,12,24,NO
Dinophyta_K01899,0.0220414219014322,24,12,24,NO
Dinophyta_K01902,0.0220414219014322,24,12,24,NO
Dinophyta_K03446,0.0220414219014322,12,12,24,NO
Bacillariophyta_K00135,0.0220414219014322,12,12,24,NO
Bacillariophyta_K14213,0.0220414219014322,12,12,24,NO
Bicosoecida_K05864,0.0220414219014322,24,12,24,NO
Bicosoecida_K09583,0.0220414219014322,16,12,24,NO
Bicosoecida_K03452,0.0220414219014322,4,12,24,NO
Cercozoa_K09510,0.0220414219014322,4,12,24,NO
Chlorarachniophyta_K01259,0.0220414219014322,12,12,24,NO
Chlorophyta_K10125,0.0220414219014322,24,12,24,NO
Chlorophyta_K06234,0.0220414219014322,4,12,24,NO
Cryptophyta_K16618,0.0220414219014322,24,12,24,NO
Cryptophyta_K06875,0.0220414219014322,24,12,24,NO
Cryptophyta_K11361,0.0220414219014322,24,12,24,NO
Cryptophyta_K15920,0.0220414219014322,24,12,24,NO
Cryptophyta_K06182,0.0220414219014322,4,12,24,NO
Euglenozoa_K15112,0.0220414219014322,16,12,24,NO
Glaucophyta_K10834,0.0220414219014322,16,12,24,NO
Haptophyta_K15332,0.0220414219014322,24,12,24,NO
Haptophyta_K00838,0.0220414219014322,16,12,24,NO
Haptophyta_K05825,0.0220414219014322,16,12,24,NO
Haptophyta_K15105,0.0220414219014322,16,12,24,NO
Ochrophyta_K12736,0.0220414219014322,24,12,24,NO
